5 100
37
100 10 10
200 2 37 0
200 1 99 5
200 2 37 0
200 1 123 5
200 2 51 5
200 1 61 0
200 2 46 5
200 1 118 0
200 2 22 0
200 1 142 0
200 2 145 0
200 1 101 10
200 2 31 0
200 1 92 0
200 2 64 0
200 1 40 0
200 2 105 0
400 1 410 389
200 1 1 0
200 2 34 5
200 1 49 0
200 2 138 0
200 1 16 0
200 2 10 0
200 1 124 0
200 2 120 0
200 1 108 0
200 2 82 0
200 1 75 0
200 2 13 0
200 1 117 0
400 1 431 402
300 2 103 9
200 1 147 0
200 2 130 0
200 1 115 0
200 2 26 0
200 1 1 0
200 2 68 0
200 1 128 0
200 2 98 0
200 1 37 0
200 2 84 0
200 1 130 0
200 2 28 5
200 1 137 0
200 2 45 0
300 1 30 10
200 2 131 0
200 1 5 7
200 2 127 0
200 1 3 0
200 2 30 0
200 1 38 0
200 2 78 30
200 1 113 0
200 2 7 0
200 1 95 0
200 2 127 0
200 1 15 10
200 2 14 11
200 1 103 0
200 2 107 0
200 1 110 0
200 2 100 0
200 1 4 7
200 2 10 0
200 1 76 5
300 2 142 0
200 1 4 0
400 1 433 395
200 2 6 0
300 1 70 0
200 2 67 5
200 1 53 0
200 2 75 0
200 1 110 0
200 2 26 0
200 1 30 0
200 2 117 0
200 1 112 11
200 2 94 0
200 1 113 0
200 2 24 5
200 1 41 5
200 2 131 0
200 1 19 8
200 2 47 0
200 1 136 32
200 2 113 0
200 1 86 0
200 2 9 5
200 1 141 5
200 2 11 6
200 1 104 0
200 2 131 0
200 1 79 6
200 2 93 0
200 1 104 14
200 2 94 0
200 1 123 0
200 2 145 0
200 1 46 5
200 2 20 0
200 1 37 0
200 2 16 0
200 1 55 10
200 2 117 0
200 1 13 0
200 2 102 0
200 1 34 0
200 2 76 0
200 1 14 0
200 2 79 0
200 1 35 11
200 2 57 0
200 1 97 0
200 2 119 5
200 1 72 0
400 1 395 398
200 2 9 0
200 1 2 5
300 2 97 23
200 1 83 6
200 2 68 0
200 1 6 5
200 2 27 0
300 1 104 0
200 2 6 5
200 1 145 0
400 1 369 386
200 2 125 0
200 1 143 14
200 2 14 0
400 1 358 386
200 1 46 0
200 2 139 0
200 1 11 5
200 2 35 5
200 1 99 0
200 2 7 0
200 1 92 0
200 2 47 0
200 1 43 0
200 2 80 0
200 1 43 0
200 2 137 0
200 1 109 0
200 2 119 0
200 1 113 0
200 2 29 0
200 1 11 0
200 2 144 0
200 1 125 0
200 2 111 0
200 1 34 0
200 2 125 0
200 1 24 0
200 2 96 0
200 1 143 0
200 2 113 0
200 1 25 0
200 2 36 5
200 1 91 0
200 2 64 0
200 1 9 0
200 2 41 0
200 1 119 6
200 2 44 0
200 1 53 0
300 2 126 0
200 1 79 0
200 2 123 9
200 1 83 0
200 2 112 0
200 1 84 0
200 2 92 0
200 1 42 9
200 2 45 0
200 1 60 0
200 2 35 0
200 1 17 0
200 2 89 0
200 1 129 0
200 2 129 0
200 1 105 5
200 2 58 0
200 1 16 0
200 2 111 0
200 1 70 10
200 2 138 0
200 1 115 0
200 2 125 0
200 1 147 0
200 2 116 0
200 1 109 5
200 2 38 5
200 1 45 0
200 2 140 0
200 1 145 0
200 2 86 12
200 1 143 0
200 2 34 0
200 1 38 0
300 2 52 0
200 1 75 0
200 2 38 0
200 1 117 0
200 2 42 0
200 1 42 0
200 2 139 9
200 1 23 6
200 2 57 0
200 1 144 5
200 2 77 0
400 1 405 434
200 1 69 0
200 2 125 10
200 1 2 0
200 2 1 0
200 1 77 6
200 2 129 6
200 1 129 0
200 2 78 0
200 1 23 0
200 2 75 0
200 1 120 0
200 2 83 0
200 1 27 0
200 2 55 0
200 1 49 0
200 2 26 0
400 1 412 442
200 1 25 0
200 2 84 0
200 1 132 0
400 1 418 445
200 2 27 6
400 1 418 442
200 1 55 0
200 2 10 0
200 1 131 0
200 2 73 0
200 1 9 15
200 2 82 5
200 1 117 0
200 2 52 0
200 1 31 0
200 2 115 14
200 1 105 0
200 2 56 6
200 1 14 0
300 2 138 0
200 1 34 0
200 2 65 0
200 1 12 0
200 2 17 0
200 1 33 0
200 2 55 5
200 1 34 0
300 2 133 10
200 1 130 0
200 2 16 5
300 1 72 13
200 2 115 0
200 1 127 10
200 2 24 0
200 1 78 0
400 1 427 407
200 2 73 0
200 1 21 7
200 2 64 0
200 1 86 0
200 2 45 0
200 1 120 0
300 2 84 0
200 1 21 0
200 2 48 18
200 1 9 0
200 2 12 5
200 1 75 0
200 2 16 0
200 1 58 0
200 2 79 0
200 1 97 0
300 2 61 0
200 1 70 0
200 2 141 5
200 1 141 16
200 2 137 0
200 1 14 5
200 2 138 10
200 1 144 0
200 2 73 0
300 1 69 5
200 2 112 9
200 1 17 0
200 2 38 0
200 1 132 0
300 2 83 0
200 1 40 0
200 2 103 0
200 1 46 0
200 2 22 0
200 1 135 5
200 2 113 0
200 1 14 5
200 2 77 0
200 1 4 0
200 2 52 0
200 1 83 0
200 2 98 0
200 1 51 7
200 2 35 0
200 1 26 0
200 2 9 0
200 1 69 0
200 2 48 0
200 1 34 0
200 2 94 0
200 1 97 0
400 1 444 411
200 2 51 0
200 1 79 6
200 2 26 0
200 1 1 6
200 2 21 0
200 1 69 10
200 2 130 0
200 1 29 6
200 2 112 0
300 1 66 29
200 2 114 14
200 1 68 0
200 2 53 0
200 1 27 0
200 2 108 0
200 1 111 5
200 2 39 0
200 1 37 0
200 2 97 12
200 1 110 0
200 2 10 0
200 1 23 0
200 2 70 0
200 1 143 6
200 2 30 0
200 1 76 16
200 2 111 0
200 1 134 0
200 2 37 0
200 1 26 0
400 1 399 371
200 2 116 0
200 1 3 6
200 2 26 0
400 1 396 377
200 1 45 0
200 2 60 0
200 1 118 0
200 2 91 0
400 1 402 383
200 1 133 0
200 2 95 0
200 1 84 0
200 2 30 0
200 1 2 0
200 2 27 6
200 1 145 0
200 2 19 0
200 1 79 0
200 2 115 0
200 1 1 0
200 2 85 5
200 1 69 5
200 2 94 5
200 1 87 6
200 2 114 10
200 1 133 10
200 2 133 0
200 1 112 0
200 2 0 0
200 1 141 5
200 2 104 10
200 1 0 5
200 2 2 0
200 1 29 0
200 2 134 0
200 1 67 0
200 2 26 0
200 1 96 0
200 2 124 5
200 1 6 5
200 2 24 0
200 1 122 0
200 2 127 0
200 1 120 5
400 1 405 387
200 2 98 0
200 1 0 0
200 2 135 0
200 1 115 0
200 2 21 11
200 1 52 15
200 2 78 5
200 1 141 0
200 2 68 0
200 1 5 0
200 2 142 0
200 1 72 0
200 2 64 0
400 1 398 382
200 1 65 0
200 2 83 0
200 1 6 0
200 2 1 0
200 1 109 5
200 2 113 0
200 1 120 5
200 2 87 0
200 1 52 0
200 2 140 0
200 1 101 0
200 2 42 10
200 1 104 0
200 2 89 5
200 1 74 0
200 2 10 0
200 1 14 0
200 2 109 5
200 1 61 0
200 2 89 0
200 1 100 0
200 2 23 0
200 1 6 5
200 2 87 5
200 1 28 0
200 2 62 0
200 1 60 0
200 2 65 0
200 1 110 5
200 2 146 0
200 1 60 0
200 2 73 0
200 1 90 0
200 2 12 0
200 1 71 0
200 2 53 0
200 1 87 0
200 2 129 0
200 1 125 0
200 2 28 0
200 1 107 5
200 2 100 0
200 1 30 0
200 2 120 0
200 1 45 0
200 2 139 0
200 1 140 0
200 2 46 0
200 1 139 0
200 2 45 5
200 1 61 0
200 2 96 0
200 1 79 0
200 2 90 5
200 1 147 0
200 2 49 0
200 1 32 10
200 2 19 0
200 1 105 5
200 2 118 0
200 1 40 0
200 2 97 0
200 1 83 5
200 2 7 0
200 1 125 0
200 2 42 0
200 1 133 0
200 2 112 0
200 1 53 0
200 2 73 0
200 1 68 6
200 2 17 0
200 1 82 0
200 2 95 10
200 1 93 0
200 2 123 0
200 1 114 0
200 2 96 0
200 1 94 5
200 2 49 0
200 1 58 5
200 2 64 0
300 1 92 0
200 2 57 5
200 1 81 0
200 2 45 0
300 1 143 0
200 2 16 0
200 1 116 10
200 2 48 0
200 1 24 0
200 2 89 0
200 1 59 9
200 2 145 0
200 1 2 5
200 2 100 0
200 1 146 0
200 2 128 0
200 1 67 0
200 2 42 0
200 1 21 0
200 2 121 0
200 1 124 0
200 2 50 11
200 1 105 10
200 2 68 0
300 1 65 28
400 1 409 431
200 2 88 0
200 1 48 0
200 2 117 0
200 1 96 0
200 2 5 6
200 1 131 0
200 2 146 0
200 1 76 0
200 2 26 0
200 1 86 0
200 2 87 0
200 1 76 5
200 2 134 5
200 1 35 0
200 2 77 0
200 1 2 0
200 2 100 0
200 1 27 0
200 2 46 5
200 1 40 0
200 2 90 0
300 1 101 0
200 2 72 6
200 1 66 0
200 2 115 5
200 1 144 9
200 2 80 0
200 1 121 0
200 2 44 0
200 1 4 0
200 2 49 0
200 1 123 0
200 2 133 0
200 1 131 0
200 2 29 0
200 1 132 0
200 2 0 0
200 1 94 0
200 2 38 0
200 1 1 0
200 2 22 0
200 1 29 0
200 2 77 0
200 1 113 0
200 2 0 0
200 1 79 0
200 2 35 0
200 1 94 0
200 2 121 0
200 1 27 0
200 2 77 0
200 1 69 0
200 2 115 0
200 1 66 0
200 2 66 0
200 1 76 0
300 2 139 0
200 1 82 5
200 2 43 5
200 1 131 5
200 2 101 0
200 1 110 0
200 2 102 5
200 1 85 13
200 2 19 10
200 1 39 0
200 2 85 0
400 1 458 474
200 1 52 0
200 2 40 17
200 1 66 0
200 2 113 0
200 1 135 0
200 2 0 0
200 1 68 0
200 2 42 5
200 1 67 0
200 2 79 0
200 1 118 21
200 2 2 5
200 1 112 0
200 2 87 0
200 1 69 15
200 2 30 0
200 1 30 0
200 2 82 0
400 1 423 453
300 1 16 14
200 2 72 0
200 1 127 0
200 2 46 5
200 1 43 5
200 2 1 0
200 1 115 0
200 2 11 5
200 1 44 0
200 2 116 0
200 1 53 0
300 2 112 0
200 1 140 0
200 2 28 0
200 1 123 0
200 2 143 5
200 1 109 5
400 1 426 450
200 2 123 0
200 1 58 0
200 2 30 0
300 1 37 6
200 2 27 5
200 1 7 0
200 2 45 0
200 1 53 9
200 2 1 5
200 1 9 0
400 1 430 448
200 2 78 0
200 1 55 0
200 2 36 5
200 1 46 11
200 2 114 0
200 1 73 0
200 2 107 5
200 1 31 0
200 2 13 0
400 1 431 448
200 1 71 0
200 2 23 0
200 1 96 5
200 2 76 20
200 1 46 0
200 2 103 0
200 1 80 0
200 2 138 7
400 1 411 433
200 1 110 0
200 2 28 0
200 1 58 0
300 2 56 0
200 1 133 0
400 1 420 436
200 2 119 0
200 1 80 0
200 2 87 12
200 1 117 0
200 2 64 0
200 1 91 5
200 2 0 5
200 1 52 5
200 2 1 0
200 1 112 5
200 2 138 6
200 1 50 0
200 2 72 0
200 1 97 0
200 2 25 22
200 1 79 0
300 2 74 0
200 1 35 0
200 2 14 5
200 1 45 0
200 2 104 0
200 1 106 0
200 2 134 0
200 1 32 0
200 2 102 13
200 1 29 5
300 2 66 19
200 1 108 20
200 2 69 0
200 1 108 0
200 2 3 5
200 1 79 0
200 2 125 0
400 1 391 385
200 1 91 0
200 2 23 0
200 1 36 7
200 2 144 0
200 1 45 0
200 2 22 0
200 1 71 5
200 2 118 6
200 1 29 0
200 2 70 0
400 1 389 394
200 1 45 5
200 2 69 0
200 1 56 0
200 2 78 0
200 1 46 5
200 2 70 9
200 1 143 0
200 2 34 0
200 1 126 0
200 2 53 0
200 1 6 0
200 2 123 5
200 1 61 5
200 2 102 6
200 1 24 0
200 2 66 0
300 1 77 27
200 2 93 0
300 1 39 0
300 2 62 0
200 1 123 0
200 2 22 15
200 1 118 0
400 1 374 378
200 2 102 0
200 1 73 0
200 2 68 5
200 1 44 0
200 2 145 10
200 1 9 0
200 2 59 0
200 1 132 5
200 2 88 0
200 1 134 0
200 2 36 0
200 1 33 0
200 2 73 0
200 1 92 0
300 2 2 0
200 1 23 0
200 2 82 0
200 1 134 0
200 2 50 0
200 1 107 0
200 2 21 0
200 1 107 5
200 2 2 0
200 1 62 0
200 2 50 5
200 1 107 10
200 2 145 0
200 1 22 0
200 2 67 0
200 1 112 0
200 2 78 0
300 1 98 29
200 2 48 0
300 1 82 0
200 2 99 7
200 1 121 0
200 2 24 5
200 1 119 5
200 2 36 0
200 1 14 0
200 2 135 0
200 1 67 0
200 2 89 5
200 1 63 0
200 2 30 0
200 1 124 0
200 2 88 5
200 1 48 0
200 2 72 0
200 1 109 0
200 2 54 5
200 1 133 5
200 2 111 0
200 1 20 0
200 2 31 10
400 1 399 383
200 1 130 0
200 2 86 0
200 1 144 5
200 2 55 0
200 1 125 0
300 2 118 5
200 1 16 0
200 2 116 5
200 1 1 0
200 2 25 0
200 1 1 0
200 2 14 0
200 1 107 0
200 2 67 0
200 1 90 0
200 2 146 0
200 1 146 0
200 2 88 0
200 1 145 10
200 2 35 0
200 1 31 15
200 2 5 0
200 1 77 5
200 2 60 0
200 1 76 0
200 2 34 0
200 1 14 5
200 2 45 0
200 1 84 0
200 2 65 0
200 1 97 0
200 2 4 0
200 1 0 0
200 2 140 0
200 1 105 0
200 2 83 0
200 1 113 0
200 2 67 0
200 1 65 0
200 2 145 0
200 1 50 0
200 2 45 0
200 1 87 0
200 2 53 0
200 1 78 0
200 2 9 0
200 1 24 5
200 2 133 9
200 1 105 0
200 2 117 5
200 1 116 5
200 2 54 5
200 1 43 0
200 2 98 5
200 1 96 5
200 2 67 0
200 1 138 9
200 2 139 0
200 1 39 0
200 2 49 0
200 1 53 0
200 2 38 0
200 1 70 11
200 2 10 0
200 1 29 0
200 2 83 10
200 1 44 5
200 2 5 11
200 1 59 0
200 2 40 0
200 1 76 0
200 2 24 5
400 1 412 399
300 1 32 0
200 2 56 5
200 1 124 0
200 2 27 5
300 1 35 0
200 2 72 0
200 1 81 0
200 2 40 0
200 1 137 0
200 2 31 0
200 1 100 0
200 2 19 5
200 1 118 0
200 2 1 0
200 1 145 0
200 2 1 0
200 1 103 0
200 2 23 0
200 1 86 0
200 2 47 11
200 1 111 6
200 2 80 0
200 1 55 5
200 2 17 0
200 1 32 0
200 2 19 5
200 1 27 5
200 2 143 0
200 1 109 6
200 2 15 5
200 1 133 0
200 2 62 0
200 1 39 0
400 1 419 411
200 2 91 0
200 1 95 11
200 2 120 0
200 1 44 0
200 2 131 0
300 1 125 0
200 2 32 5
200 1 101 0
200 2 50 11
200 1 141 5
200 2 86 0
200 1 136 0
200 2 11 0
200 1 128 9
200 2 141 0
200 1 17 0
200 2 113 0
200 1 44 0
200 2 134 0
200 1 127 0
300 2 102 0
200 1 47 0
400 1 423 404
200 2 88 0
200 1 141 0
200 2 15 0
200 1 75 0
200 2 132 0
300 1 32 0
200 2 100 0
200 1 19 10
200 2 7 0
200 1 64 0
200 2 28 0
200 1 2 0
200 2 93 0
200 1 104 10
200 2 130 0
200 1 52 0
200 2 97 0
200 1 78 0
200 2 95 0
200 1 30 0
200 2 14 0
200 1 42 0
200 2 78 0
200 1 96 0
200 2 0 0
200 1 59 0
200 2 67 0
200 1 81 0
200 2 88 0
200 1 36 0
200 2 16 0
200 1 43 13
400 1 435 431
200 2 139 0
200 1 36 0
200 2 109 5
200 1 136 0
200 2 94 0
200 1 110 0
200 2 60 0
200 1 84 14
200 2 142 0
200 1 13 0
200 2 68 16
200 1 3 0
200 2 106 0
200 1 72 0
200 2 53 0
200 1 45 0
200 2 110 0
200 1 26 0
200 2 136 0
200 1 76 11
200 2 84 6
200 1 83 6
200 2 15 0
200 1 131 5
200 2 41 0
200 1 18 0
200 2 96 0
200 1 145 0
200 2 65 0
200 1 106 0
200 2 87 0
200 1 67 0
200 2 92 0
200 1 10 0
300 2 14 5
200 1 109 5
200 2 22 0
200 1 54 5
200 2 81 0
200 1 110 0
400 1 447 431
200 2 103 0
200 1 55 0
200 2 52 0
200 1 127 5
200 2 42 15
200 1 26 0
200 2 73 0
200 1 86 0
200 2 123 0
300 1 20 7
200 2 27 0
200 1 39 0
200 2 59 0
200 1 40 0
200 2 31 0
200 1 103 0
200 2 137 0
200 1 89 0
200 2 84 0
400 1 451 443
200 1 15 0
200 2 62 5
200 1 137 0
200 2 133 5
200 1 55 0
200 2 72 0
200 1 142 0
200 2 112 0
200 1 60 5
200 2 75 5
200 1 53 0
400 1 459 443
200 2 125 0
200 1 86 0
200 2 120 0
200 1 25 0
200 2 82 0
300 1 128 0
200 2 38 0
200 1 81 0
200 2 16 0
200 1 35 0
200 2 77 0
400 1 471 461
200 1 64 0
200 2 26 22
300 1 15 12
200 2 20 0
200 1 23 0
200 2 16 0
200 1 61 0
200 2 76 6
200 1 132 0
200 2 27 5
200 1 141 0
200 2 31 0
200 1 26 5
200 2 75 0
200 1 87 0
200 2 38 5
200 1 145 0
200 2 9 0
200 1 63 13
200 2 13 5
200 1 75 0
200 2 134 0
200 1 32 5
300 2 30 13
200 1 135 0
200 2 108 0
200 1 0 0
200 2 129 0
200 1 61 5
200 2 75 0
300 1 108 22
200 2 120 5
200 1 27 0
200 2 35 0
200 1 72 0
200 2 3 6
300 1 96 0
200 2 24 0
200 1 53 0
200 2 121 0
200 1 147 0
200 2 5 0
200 1 65 0
200 2 31 5
200 1 28 0
200 2 81 0
200 1 67 5
200 2 64 0
200 1 110 0
200 2 127 0
200 1 63 5
200 2 122 0
200 1 125 8
200 2 2 0
200 1 84 0
200 2 72 11
200 1 26 0
200 2 45 0
200 1 108 5
200 2 104 0
200 1 35 0
200 2 39 5
200 1 8 5
200 2 135 0
200 1 119 0
400 1 437 421
200 2 96 0
200 1 85 0
200 2 91 6
200 1 53 5
200 2 25 0
200 1 127 5
200 2 36 0
200 1 67 6
200 2 95 0
200 1 144 0
200 2 111 0
200 1 83 5
200 2 64 0
200 1 74 0
200 2 50 5
200 1 89 0
200 2 123 0
200 1 16 0
200 2 136 5
200 1 34 0
200 2 15 0
200 1 22 0
200 2 95 10
200 1 41 0
200 2 40 0
200 1 52 0
200 2 63 0
400 1 436 437
200 1 78 0
200 2 30 0
200 1 105 0
200 2 71 0
200 1 139 0
200 2 43 0
200 1 24 0
200 2 121 5
200 1 118 0
200 2 61 0
200 1 30 0
300 2 82 36
200 1 143 0
300 2 69 0
200 1 37 0
200 2 10 0
200 1 76 0
200 2 122 0
200 1 69 0
200 2 109 0
200 1 98 0
200 2 91 0
200 1 130 0
200 2 19 0
200 1 26 0
200 2 59 0
200 1 97 0
200 2 58 0
200 1 40 0
200 2 31 0
200 1 46 0
200 2 125 5
200 1 62 0
200 2 65 17
200 1 73 5
200 2 83 0
300 1 144 0
200 2 147 0
200 1 103 5
200 2 32 0
200 1 15 0
200 2 95 0
200 1 75 0
200 2 83 0
200 1 24 0
200 2 2 0
200 1 42 5
200 2 49 0
200 1 46 5
200 2 129 0
200 1 12 16
200 2 117 5
200 1 54 10
200 2 124 5
200 1 92 0
200 2 136 5
200 1 6 0
200 2 85 9
200 1 118 0
200 2 55 0
200 1 83 0
200 2 37 0
200 1 51 5
200 2 70 5
200 1 76 0
200 2 53 5
200 1 4 0
200 2 36 0
200 1 52 0
200 2 112 5
200 1 135 0
200 2 141 0
200 1 35 0
400 1 465 432
200 2 11 0
200 1 70 6
200 2 110 0
200 1 60 0
400 1 465 438
200 2 97 0
400 1 465 441
200 1 81 0
200 2 119 0
200 1 41 0
200 2 55 0
200 1 99 11
200 2 13 0
200 1 104 0
200 2 103 0
200 1 20 0
200 2 11 21
200 1 121 0
300 2 71 0
200 1 129 0
200 2 66 0
200 1 75 5
200 2 14 0
200 1 15 0
200 2 24 0
300 1 137 56
200 2 117 0
200 1 140 0
400 1 423 400
200 2 121 0
200 1 90 6
200 2 82 0
200 1 7 0
200 2 39 0
200 1 35 0
200 2 116 5
200 1 87 0
200 2 96 0
200 1 5 0
200 2 86 0
300 1 91 5
200 2 73 0
200 1 142 31
200 2 122 6
200 1 49 0
200 2 94 0
200 1 88 5
200 2 78 0
200 1 44 0
200 2 43 0
200 1 83 0
200 2 39 5
200 1 142 0
200 2 17 5
200 1 147 5
400 1 408 397
200 2 62 0
300 1 103 20
200 2 96 0
200 1 43 10
300 2 34 29
200 1 8 0
200 2 59 0
200 1 19 0
200 2 77 0
200 1 125 0
200 2 75 0
200 1 82 0
200 2 140 0
300 1 56 16
200 2 113 0
200 1 135 0
200 2 54 5
200 1 32 5
200 2 107 5
200 1 24 5
200 2 53 0
200 1 28 5
300 2 81 12
200 1 19 0
200 2 99 0
200 1 13 0
200 2 28 0
200 1 80 0
200 2 131 0
200 1 80 0
300 2 133 0
200 1 128 0
200 2 9 5
200 1 115 0
200 2 93 0
400 1 371 367
200 1 145 0
200 2 136 0
200 1 111 0
200 2 138 0
200 1 126 0
200 2 25 0
200 1 75 0
200 2 24 0
200 1 104 0
200 2 26 0
200 1 146 0
300 2 69 0
200 1 4 6
200 2 138 0
200 1 40 0
200 2 76 0
200 1 79 6
200 2 87 0
300 1 58 0
200 2 117 5
400 1 387 388
200 1 136 0
200 2 60 0
200 1 114 0
200 2 48 0
200 1 105 0
200 2 61 0
200 1 45 0
200 2 4 0
200 1 73 0
200 2 123 0
200 1 35 5
200 2 12 0
200 1 40 0
200 2 8 0
200 1 94 0
200 2 53 0
200 1 39 0
200 2 26 0
200 1 55 0
200 2 35 0
200 1 5 13
300 2 64 23
200 1 5 0
200 2 73 0
300 1 18 0
200 2 85 0
200 1 39 0
200 2 92 5
200 1 112 5
200 2 90 0
200 1 100 0
300 2 133 0
200 1 19 0
200 2 31 0
200 1 77 0
200 2 20 0
200 1 33 0
200 2 69 0
200 1 75 10
200 2 22 0
200 1 30 0
200 2 76 0
200 1 134 0
200 2 20 0
200 1 144 5
200 2 84 0
200 1 105 0
200 2 37 0
200 1 30 0
200 2 28 0
200 1 123 0
200 2 96 5
200 1 22 0
200 2 101 0
200 1 137 0
200 2 117 0
200 1 145 0
200 2 110 6
200 1 140 0
200 2 48 0
200 1 114 5
200 2 85 10
200 1 102 0
200 2 102 0
300 1 127 0
200 2 75 0
200 1 56 0
200 2 91 0
200 1 105 5
200 2 111 0
200 1 91 0
200 2 147 0
200 1 127 6
200 2 96 5
300 1 60 7
200 2 119 5
200 1 22 0
200 2 96 0
300 1 122 0
200 2 1 0
200 1 8 0
200 2 3 9
200 1 147 0
200 2 34 0
200 1 42 18
200 2 21 0
200 1 19 5
200 2 100 5
200 1 79 6
200 2 43 0
200 1 57 0
200 2 32 0
200 1 21 0
200 2 104 0
200 1 40 10
200 2 34 0
200 1 85 5
200 2 131 0
200 1 16 0
200 2 7 0
400 1 407 435
200 1 64 0
200 2 63 0
200 1 13 0
200 2 77 0
200 1 41 5
200 2 84 0
200 1 84 0
200 2 37 0
200 1 12 0
200 2 112 0
200 1 110 0
200 2 34 0
200 1 20 5
200 2 128 0
200 1 129 5
200 2 138 5
200 1 78 6
200 2 67 0
200 1 103 0
200 2 77 0
300 1 46 26
200 2 31 0
200 1 16 0
200 2 60 0
200 1 13 0
200 2 71 0
200 1 101 0
200 2 126 0
200 1 67 0
200 2 49 0
200 1 53 0
200 2 96 0
200 1 42 5
200 2 137 0
200 1 85 0
200 2 111 0
200 1 31 0
200 2 50 5
300 1 144 0
200 2 52 6
200 1 49 0
200 2 120 0
200 1 69 0
200 2 51 0
200 1 46 0
200 2 9 0
200 1 79 0
200 2 123 0
300 1 108 0
200 2 115 0
200 1 40 0
200 2 81 0
200 1 109 0
200 2 10 5
200 1 113 0
200 2 46 0
200 1 43 5
200 2 130 21
200 1 90 0
200 2 102 0
200 1 36 5
200 2 144 0
200 1 127 0
200 2 83 0
200 1 63 0
200 2 142 0
200 1 46 5
200 2 43 0
200 1 141 0
200 2 63 0
200 1 50 6
200 2 129 0
200 1 70 7
200 2 32 7
200 1 11 0
200 2 1 0
200 1 147 0
200 2 79 0
200 1 147 5
200 2 78 0
300 1 98 0
200 2 54 0
200 1 104 0
200 2 55 0
200 1 57 5
200 2 60 12
200 1 74 0
200 2 73 0
400 1 437 466
200 1 6 38
200 2 105 0
200 1 75 6
200 2 16 0
200 1 2 5
200 2 136 0
200 1 66 0
200 2 64 0
200 1 96 0
400 1 403 456
200 2 12 0
200 1 81 0
300 2 80 0
200 1 24 0
200 2 8 0
200 1 43 0
200 2 138 10
200 1 109 0
200 2 92 6
200 1 21 0
300 2 77 11
200 1 138 0
200 2 27 34
200 1 75 0
200 2 78 0
200 1 24 6
200 2 134 0
200 1 121 0
300 2 88 6
200 1 53 0
200 2 137 0
200 1 78 0
200 2 91 0
200 1 15 0
200 2 72 5
200 1 36 0
200 2 69 0
200 1 60 0
200 2 125 0
200 1 125 5
200 2 122 5
200 1 116 0
200 2 81 0
200 1 47 0
200 2 39 5
300 1 21 0
300 2 3 6
200 1 131 0
200 2 143 0
200 1 117 10
200 2 84 0
300 1 69 31
200 2 7 0
200 1 3 0
200 2 67 5
200 1 67 0
200 2 68 5
200 1 48 0
200 2 57 0
200 1 96 0
200 2 63 0
200 1 121 0
200 2 17 0
200 1 144 0
200 2 97 0
200 1 96 0
200 2 144 0
200 1 9 5
200 2 56 6
200 1 115 0
200 2 87 5
200 1 130 0
200 2 66 0
200 1 47 0
200 2 67 0
200 1 6 9
200 2 123 0
200 1 62 9
200 2 126 5
200 1 118 0
200 2 16 0
200 1 142 0
200 2 8 0
200 1 96 0
200 2 30 0
400 1 413 429
200 1 135 0
200 2 57 0
200 1 45 5
200 2 100 0
200 1 40 0
200 2 93 8
200 1 33 0
200 2 89 0
200 1 129 0
200 2 120 0
200 1 37 0
200 2 18 0
200 1 80 0
200 2 147 0
200 1 90 0
200 2 35 0
200 1 125 0
200 2 54 5
200 1 67 0
200 2 43 0
200 1 26 0
200 2 116 0
200 1 18 0
200 2 53 0
200 1 102 0
200 2 136 0
200 1 27 11
200 2 4 0
200 1 89 0
200 2 141 0
200 1 146 0
200 2 42 0
200 1 57 0
300 2 34 0
200 1 92 0
300 2 135 25
200 1 140 0
200 2 84 0
200 1 139 0
200 2 130 0
200 1 54 0
200 2 122 0
200 1 129 0
200 2 94 11
400 1 445 443
200 1 96 0
200 2 38 0
300 1 72 0
300 2 132 0
200 1 9 0
300 2 52 17
200 1 57 0
300 2 136 0
200 1 48 5
200 2 86 0
200 1 89 9
200 2 114 0
200 1 2 0
200 2 132 5
200 1 16 5
200 2 43 0
200 1 77 0
200 2 117 0
200 1 23 5
200 2 63 0
200 1 53 0
200 2 143 0
300 1 91 0
200 2 51 0
200 1 78 0
200 2 24 0
200 1 64 0
200 2 25 0
200 1 71 0
300 2 95 0
200 1 36 0
200 2 111 0
200 1 134 0
200 2 110 0
200 1 66 5
200 2 54 5
200 1 63 0
200 2 76 6
200 1 143 0
200 2 42 5
200 1 25 5
200 2 83 0
200 1 69 6
200 2 145 0
200 1 54 0
200 2 8 0
200 1 75 0
200 2 2 0
200 1 142 0
200 2 58 6
200 1 132 0
200 2 56 0
200 1 136 0
200 2 136 0
200 1 111 0
200 2 43 0
200 1 128 5
200 2 131 0
200 1 102 0
200 2 91 5
200 1 52 0
200 2 48 0
200 1 37 29
200 2 135 0
200 1 129 0
200 2 41 5
200 1 118 0
200 2 23 9
200 1 132 5
200 2 22 0
200 1 119 0
200 2 8 0
200 1 25 0
200 2 46 5
200 1 107 0
200 2 23 0
200 1 7 0
200 2 35 0
200 1 5 0
200 2 121 0
200 1 121 0
200 2 90 0
200 1 137 0
200 2 50 0
200 1 41 5
300 2 18 10
200 1 112 0
200 2 105 0
200 1 33 0
200 2 64 10
200 1 106 14
200 2 55 5
200 1 98 10
200 2 99 13
200 1 14 0
200 2 14 0
200 1 113 11
200 2 57 0
200 1 30 0
200 2 20 0
200 1 139 0
200 2 81 6
200 1 55 0
400 1 428 437
200 2 40 0
200 1 5 10
200 2 11 0
200 1 55 0
200 2 8 0
200 1 16 5
400 1 422 431
200 2 65 0
